name,category
Bir çoklu ortam bağlantısının bant dışı kontrol kanalında aktarma kapasitesi ile kurulumuna yönelik yöntem ve sistem.,Haberleşme ve Sinyalleşme
Bir sinyalleşme yöntemi.,Haberleşme ve Sinyalleşme
KATILIMCILARIN VİDEO KONFERANSA KATILIM VE KONFERANSTAN AYRILMA BİLGİLERİNİ SIP İSTEMCİLERİNE İLETEN BİR YÖNTEM,Haberleşme ve Sinyalleşme
SIP TABANLI KONFERANS SUNUCULARI İÇİN EŞLER ARASI OTURUM YENİLEME YÖNTEMİ,Haberleşme ve Sinyalleşme
SIP protokolünde arayan kimliğinin güncellenmesi için bir yöntem,Haberleşme ve Sinyalleşme
FARKLI TİP SIP İSTEMCİLERİNE UYGUN SIP SERVİSİ,Haberleşme ve Sinyalleşme
Akıllı cihazlarda tek kullanımlık anahtar ile güçlendirilmiş güvenli çoklu ortam iletişimi,Haberleşme ve Sinyalleşme
SIP PBX aboneleri için gezgin hizmet sağlayan yöntem.,Haberleşme ve Sinyalleşme
İŞİTME ENGELLİLER İÇİN UZAKTAN İLETİŞİM SİSTEMİ VE YÖNTEMİ,Haberleşme ve Sinyalleşme
Adımsal bir yaklaşım ile hata çözüm süresi tahmini,Haberleşme ve Sinyalleşme
Telekominikasyon sektöründe mobil platformlar için bir ortak veri modeli önerisi ve uygulaması,Haberleşme ve Sinyalleşme
Telekomünikasyon sektöründe müşteri sadakatinin veri madenciliği teknikleriyle modellenmesi,Haberleşme ve Sinyalleşme
Telekomünikasyon sektöründe müşteri segmentasyonu ve müşteri kayıp analizi,Haberleşme ve Sinyalleşme
Siber dolandırıcılığın engellenmesi ve risk analizi için bir aksiyon yönetim sistemi geliştirilmesi,Haberleşme ve Sinyalleşme
Ses taraflı telekomünikasyon hile (fraud) saptamaya ve önlemeye yönelik bir uygulama,Haberleşme ve Sinyalleşme
Kablosuz ağlarda internet protokolü üzerinden ses iletimi,Haberleşme ve Sinyalleşme
İnternet Protokolü üzerinden ses iletişimini kullanarak gelişmiş haberleşme,Haberleşme ve Sinyalleşme
BRA ISDN arayüzünde sinyalleşme kanalının izlenmesi,Haberleşme ve Sinyalleşme
Derin öğrenme kullanarak IP üzerinden ses hizmeti veren şebekelerde sahtekârlığa yönelik çağrıların tespiti,Haberleşme ve Sinyalleşme
Akıllı elektrik şebekelerinde SIP protokolünün kullanımı,Haberleşme ve Sinyalleşme
Güç hatları üzerinden veri iletişimi,Haberleşme ve Sinyalleşme
Ağ üzerinden ses iletimi esnasında haricen oluşabilecek istem dışı trafiğin denetimi,Haberleşme ve Sinyalleşme
İnternet protokolü üzerinden veri transferi,Haberleşme ve Sinyalleşme
Bilgisayar ağları üzerinden ses iletişimi uygulamaları,Haberleşme ve Sinyalleşme
LTE/4G hücresel haberleşme sistemlerine yönelik alıcı/verici anten sistemi tasarımı ve imalatı,Haberleşme ve Sinyalleşme
Görünür ışık haberleşmesi ile araçtan araca veri haberleşmesı,Haberleşme ve Sinyalleşme
İkinci nesil haberleşme sistemlerinin üçüncü nesil haberleşme sistemlerine adaptasyonu,Haberleşme ve Sinyalleşme
Kablosuz güç aktarımlı geri saçılım haberleşme ağlarının modellenmesi ve başarım analizi,Haberleşme ve Sinyalleşme
Kablosuz haberleşme uygulamaları için cpw beslemeli düzlemsel anten tasarımı,Haberleşme ve Sinyalleşme
Maden ocaklarında zigbee tabanlı veri haberleşme uygulaması ve sonuçların bilgisayar ortamında işlenmesi,Haberleşme ve Sinyalleşme
Gsm kontrollü akıllı ev uygulaması,Haberleşme ve Sinyalleşme
3G veri iletiminde servis kalitesinin analizi ve iyileştirilmesi,Haberleşme ve Sinyalleşme
Kablosuz sensör ağlarının IP tabanlı ağlarla birleştirilmesi,Haberleşme ve Sinyalleşme
Kablosuz optik haberleşme için sinyal işleme teknikleri,Haberleşme ve Sinyalleşme
AKILLI LİTYUM İYON KESİNTİSİZ GÜÇ KAYNAĞI VE DEPOLAMA SİSTEMİ,IoT
KABLOSUZ KONTROL EDİLEBİLEN MOBİL CİHAZ ŞARJ ETME VE GARSON ÇAĞIRMA SİSTEMİ,IoT
İNTERNET ALT YAPILARINI SİBER SALDIRILARDAN KORUYAN BİR SİBER GÜVENLİK SİSTEMİ,IoT
Akıllı kodlama ile nesnelerin interneti deney seti,IoT
LOKASYONLARIN ADRESLENMESİNDE İNTERAKTİF YÖNTEMLERİN KULLANILARAK LOKASYONLARIN BIG DATA YÖNETİMİ BİRBİRLERİYLE VE KULLANICILARLA ETKİLEŞİMİ,IoT
Fiber optik şebeke hattında kullanılan fiber liflerin güzergâhının belirlenmesini sağlayan bir sistem.,IoT
BİR SAĞLIK ASİSTANI SİSTEMİ,IoT
Evrensel Ve Uçtan Uca Şifreleme Destekli Haberleşme Sistemi,IoT
AKILLI SULAMA SİSTEMİ,IoT
KOKU HAZNELİ AKILLI HAVALANDIRMA SİSTEMİ,IoT
IoT İLE MÜŞTERİ MEMNUNİYETİ ÖLÇEN BİR SİSTEM VE YÖNTEM,IoT
OPERASYON-TABANLI BAĞLAM FARKINDA ERİŞİM DENETİM YÖNTEMİ,IoT
YEMEK YAPILMASINA YARDIM EDEN BİR SİSTEM,IoT
BİR ÇOCUK TAKİP SİSTEMİ,IoT
AKILLI CİHAZLARIN KONTROL EDİLMESİNE İLİŞKİN BİR YÖNTEM,IoT
BİR MOBİL ÖDEMELİ AKILLI SAYAÇ,IoT
BİR ARAÇ SAĞLIK BİLGİSİ SAKLAMA SİSTEMİ,IoT
AKILLI BİR YANITLAMA SİSTEMİ,IoT
HAYATSAL FONKSİYON BİLGİLENDİRME SİSTEMİ,IoT
BEBEKLER İÇİN BİR VÜCUT SICAKLIĞI ÖLÇÜM SİSTEMİ VE YÖNTEMİ,IoT
IOT TABANLI TAKİP İLE BEBEK BAKIMI SAĞLAYAN BİR SİSTEM,IoT
ENDÜSTRİYEL ROBOTLARIN ENTEGRASYONUNA YÖNELİK KONTROL VE HABERLEŞME YÖNTEMİ,IoT
IOT/IOE İletişim Donanımı Ve Kablosuz Yayın Protokolü,IoT
REST MİMARİ TEMELLİ OTOMATİK VALİDASYON SİSTEMİ VE YÖNTEMİ,IoT
ARAÇ SAHİPLERİ VE FİRMALAR ARASINDA İLETİŞİM KURULMASINA İMKAN VEREN BİR MOBİL HABERLEŞME YÖNTEMİ,IoT
Nesnelerin interneti için bir veri beslemesi sağlamaya yönelik yöntem ve aparat.,IoT
Kimlik kanıtlama yöntemi ve kullanıldığı nesnelerin interneti sistemi,IoT
ÇOK KANALLI NESNELERİN İNTERNETİ MODÜLÜ,IoT
Bir bilgilendirme sistemi.,IoT
Bir tanıtma sistemi ve tanıtma yöntemi.,IoT
Akıllı modüler ölçme sistemi.,IoT
Uplink İletimi Zamanlama Yönetimi,IoT
Programlanabilir veri toplama kontrol ve yönetim sistemi,IoT
Akıllı aydınlatma yönetim sistemi.,IoT
Akıllı kumbara sistemi,IoT
BİR VERİ BAĞLANTI VE YÖNETİM SİSTEMİ,IoT
Nesnelerin interneti (IOT) için iletişimlere aracılık etmek üzere yöntem ve aparatlar.,IoT
Nesnelerin interneti verilerinin sağlanması için yöntem ve aparat.,IoT
Fiber optik şebeke hattında kullanılan fiber liflerin güzergâhının belirlenmesini sağlayan bir sistem.,IoT
BİR BAZ İSTASYONU HÜCRE KONFİGÜRASYON SİSTEMİ,IoT
YEMEK YAPILMASINA YARDIM EDEN BİR SİSTEM,IoT
BİR MOBİL ÖDEMELİ AKILLI SAYAÇ,IoT
AKILLI BİR YANITLAMA SİSTEMİ,IoT
BİR VERİ BAĞLANTI VE YÖNETİM SİSTEMİ,IoT
AKILLI LİTYUM İYON KESİNTİSİZ GÜÇ KAYNAĞI VE DEPOLAMA SİSTEMİ,IoT
MEYVE VE SEBZELERDE KUSURLU ÜRÜNLERİN AYIKLANMASINI SAĞLAYAN TAŞINABİLİR MODÜLER VE IOT DESTEKLİ AYIKLAMA KABİNİ,IoT
IOT EKOSİSTEMİ İÇİN GELİŞTİRİLEN BİR SİSTEM VE YÖNTEM,IoT
Nesnelerin interneti verilerinin sağlanması için yöntem ve aparat.,IoT
İNTERNET ALT YAPILARINI SİBER SALDIRILARDAN KORUYAN BİR SİBER GÜVENLİK SİSTEMİ,IoT
Akıllı kodlama ile nesnelerin interneti deney seti,IoT
Fiber optik şebeke hattında kullanılan fiber liflerin güzergâhının belirlenmesini sağlayan bir sistem.,IoT
IoT AĞ TOPOLOJİSİ YÖNETİM SİSTEMİ,IoT
AKILLI ŞEHİR TRAFİK YÖNETİM SİSTEMİ,IoT
AKILLI SULAMA SİSTEMİ,IoT
IoT İLE MÜŞTERİ MEMNUNİYETİ ÖLÇEN BİR SİSTEM VE YÖNTEM,IoT
MESAJLAŞMA UYGULAMASI ÜZERİNDEN ZİYARETÇİ İLE İLETİŞİM KURULMASINI SAĞLAYAN BİR SİSTEM,IoT
IOT Tabanlı Gelişmiş Bir Güvenlik Sistemi,IoT
Motor soğuk çalıştırma sistemi.,IoT
GELİŞMİŞ SÜRÜCÜ GÜVENLİKTAKİPİHBAR CİHAZI VE PLATFORMU,IoT
Akıllı kodlama ile nesnelerin interneti deney seti,IoT
MAHREMİYET KORUMALI BLOK ZİNCİR TABANLI AKILLI ÖLÇÜM VE VERİ KAYIT SİSTEMİ,IoT
BİR SICAKLIK TAKİP VE KONTROL SİSTEMİ,IoT
Nesnelerin interneti için veri beslemelerinin sentezlenmesine yönelik yöntem ve aparat.,IoT
BİR BAZ İSTASYONU HÜCRE KONFİGÜRASYON SİSTEMİ,IoT
Bir Akıllı Sokak Aydınlatma Yönetim Sistemi,IoT
BİR ÇOCUK TAKİP SİSTEMİ,IoT
BİR DUYGUSAL DURUM ANALİZ SİSTEMİ,IoT
BİR MOBİL ÖDEMELİ AKILLI SAYAÇ,IoT
BİR ARAÇ SAĞLIK BİLGİSİ SAKLAMA SİSTEMİ,IoT
Anlık mesajlaşma uygulaması üzerinden IoT cihazlarının kontrolünü sağlayan bir sistem,IoT
AKILLI BİR YANITLAMA SİSTEMİ,IoT
Bir komünikasyon usulü.,IoT
BİR HEDEFLİ REKLAM SİSTEMİ,IoT
SOSYAL YARDIMLAŞMA KURUMLARI İÇİN KULLANILAN BİR VERİ TOPLAMA SİSTEMİ,IoT
AYAKKABILARDA BÖLGESEL MASAJ YAPILMASINI SAĞLAYAN BİR SİSTEM,IoT
IoT Cihazlar İçin Bir Sis Bilişim Sistemi,IoT
TEST OTOMASYON SİSTEMİ VE YÖNTEMİ,IoT
IoT TEMELLİ BİR TAKİP VE BİLGİLENDİRME SİSTEMİ,IoT
BİR İNTERNET BAĞLANTISI ALARM SİSTEMİ,IoT
REST MİMARİ TEMELLİ OTOMATİK VALİDASYON SİSTEMİ VE YÖNTEMİ,IoT
EKİPMANLARIN UZAKTAN KONTROLÜNÜ SAĞLAYAN AKILLI BİR SİSTEM,IoT
Narrowband Iot Teknolojisi İle Sağlanan Uzaktan Alışveriş Sistemi Ve Kullanılan Buton Yapılanması,IoT
KONTAMİNASYONA ENGEL OLMAK ÜZERE LOKALİZASYONU TESPİT EDECEK GİYİLEBİLİR ALARM SİSTEMİ,IoT
Tıbbi takip yapan bir sistem ve yöntem,IoT
IOT temelli yangın bildirim sistemi ve yöntemi,IoT
Atık Şişe Toplamak İçin Teşvik Sistemi,IoT
Kimlik kanıtlama yöntemi ve kullanıldığı nesnelerin interneti sistemi,IoT
NESNELERİN İNTERNETİ İÇİN BİR SİSTEM VE YÖNTEM,IoT
ÇOK KANALLI NESNELERİN İNTERNETİ MODÜLÜ,IoT
Uplink İletimi Zamanlama Yönetimi,IoT
NB-IoT cihazlarının sayfalanması için ortak arama alanı (CSS).,IoT
Bir hücresel nesnelerin interneti (CIOT) ağında sistem bilgisi için değişim göstergesi.,IoT
VERİ PAYLAŞIMI İÇİN BİR SİSTEM,IoT
Nesnelerin interneti verilerinin sağlanması için yöntem ve aparat.,IoT
IoT Cihazlar İçin Veri Kuryeliği Yöntemi,IoT
Nesnelerin interneti için bir veri beslemesi sağlamaya yönelik yöntem ve aparat.,IoT
SOSYAL YARDIMLAŞMA KURUMLARI İÇİN KULLANILAN BİR VERİ TOPLAMA SİSTEMİ,IoT
IETF 6TiSH protokolünde hizmet kalitesi,IoT
RPL ağları için hibrit bir çalışma kipi,IoT
Güvenliği geliştirilmiş hafif mesajlaşma protokolü,IoT
Cisco paket izleyici kullanarak nesnelerin interneti simülasyonu,IoT
Akıllı atık yönetim teknikleri ve farklı senaryolardaki başarımları,IoT
Nesnelerin interneti tabanlı akıllı park sistemi,IoT
Gerçek zamanlı sistem için edge bulut bilgisayarında etkili veri depolama,IoT
Kablosuz IoT ağlarında içeriğe duyarlı önbellekleme,IoT
Nesnelerin internetinde coap protokolü ile kablosuz algılayıcı ağların güvenliğinin sağlanması,IoT
Nesnelerin interneti uygulamalarında AES blok şifresinin yazılımsal ve donanımsal performanslarının karşılaştırılması,IoT
Sera uygulamalarında bulanık mantık tabanlı uzaktan kontrol sistemi,IoT
Blok Zinciri Mimarisinin Nesnelerin İnternetinde Kullanımı ve Performans Analizi,IoT
Nesnelerin internetinde gizlilik ve güvenlik yönetimi,IoT
Yalın bir nesnelerin interneti platformu geliştirimi,IoT
Json sözdizimli gerçek zamanlı iletişim protokolü,IoT
Eliptik eğri şifrelemenin kısıtlamalı ağlarda iletim katmanındaki DTLS protokolünde doğrulama ve anahtar karşılaştırma aşamasında kullanılması,IoT
Nesnelerin interneti yöntemiyle E-vizite uygulaması,IoT
Ev otomasyon sistemleri için güvenlik ve gizlilik odaklı ağ geçidi tasarımı,IoT
Yapay zekâ yöntemleri kullanılarak akıllı ev sistemi geliştirilmesi,IoT
Ses olayı tanıma ve akustik sahne geri getirimi,IoT
Nesnelerin interneti uygulamaları için bağlam duyarlı rol tabanlı erişim denetimi,IoT
Sis ve bulut hesaplama yaklaşımlarını kullanan nesnelerin interneti tabanlı ev otomasyon sistem tasarımı ve uygulaması,IoT
Nesnelerin internetinde kenarda hesaplama için eşler arası ve ana-yardımcı topolojileri,IoT
Nesnelerin interneti uygulama katmanı haberleşme protokollerinin başarım analizi,IoT
IoT ağını ve gömülü sistemleri kullanan uzaktan uav kontrol ve nesne algılama,IoT
Implementation and performance analysis of context-aware role-based access controls for cloud-based iot platform,IoT
Çok amaçlı sensör ağları için IoT geçidi tasarımı ve uygulaması,IoT
Scada sistemler için güvenli model oluşturulması,IoT
LoRa ve LoRaWAN teknolojilerinde performans analizi,IoT
Mobil bulut bilişim için bir kod transfer çatısı: Icemobıle,IoT
Veritabanlarının Tersine Mühendisliği ile Web Servislerinin Otomasyonu,IoT
SDCA : Bulut bilişimde güvenli ve mahremiyet korumalı veri getirme mimarisi,IoT
Enerji verimli bulut sistemler için hataya dayanıklı sanal makine bütünleştirme,IoT
Patent dokümanlarına dayalı bir teknoloji madenciliği sistemi: Bulut bilişim üzerine bir vaka çalışması,IoT
Bulut servis sağlayıcı seçimi için değerlendirme modeli,IoT
Bulut ortamında kullanıcı verilerini yazma ve okuma amaçlı yük dengeleme yaklaşımları ve bir çözüm önerisi,IoT
Bulut bilişimde çok amaçlı optimizasyon tabanlı dinamik yük dengeleme,IoT
E-ticaret'te yeni nesil karma sistem yaklaşımı ve bir uygulama mimarisi,IoT
Bireysel emeklilik sisteminde bulut teknolojileri kullanımı ve bir model önerisi,IoT
Bulut bilişim teknolojisi yakın gelecekte vazgeçilmez olacaktır,IoT
Bulut bilişimde metasezgisel görev çizelgelemesi,IoT
VMware ve Hyper-V sanallaştırma sistemlerinin performans ve yüksek kullanılabilirliğinin deneysel olarak karşılaştırılması,IoT
İnternet destekli akıllı sulama ve gübreleme sistemi,IoT
Yenilik yayılm teorisi ve teknoloji kabul modeli ile sağlık teknoloji ürünlerinde nesnelerin internetinin kabulü niyetinin incelenmesi,IoT
Endüstri 4.0 ile dijital dönüşüm: Türkiye örnek incelemesi,IoT
IoT güvenlik sorunları: Akıllı kameralarda sistem açıkları üzerine deneysel bir çalışma,IoT
IOT teknolojisinin buzdolabı üzerinde uygulanması,IoT
Dağıtım transformatörlerinin parametrelerin nesnelerin interneti kullanarak uzaktan izlenmesi,IoT
Gömülü sistem tabanlı kriptolu TCP/IP veri haberleşmesi uygulaması,IoT
Çizelgeleme problemlerinde endüstri 4.0 uygulaması,IoT
Makine öğrenmesi regresyon yöntemlerinin nesnelerin interneti verilerine uygulanması,IoT
Nesnelerin interneti tekniğinin doğru akım motorlarına uygulanması,IoT
Kablosuz yerel alan ağlarında nesnelerin interneti için düşük güç tüketimli ve güvenli bir arabirim geliştirme uygulaması,IoT
Konutlarda enerji tüketimi kestirimi için derin öğrenme ve makine öğrenme yöntemlerinin karşılaştırılması,IoT
Endüstriyel tesislerde aydınlık düzeyi kontrolü ile aydınlatma otomasyonu ve bir örnek uygulama,IoT
Endüstri 4.0 uygulamaları için piezorezistif akıllı basınç sensörü tasarımı ve geliştirilmesi,IoT
Akıllı şehirler için merkezi otopark yönetim sistemi tasarımı ve uygulaması,IoT
Geniş bantlı RF spektrum analizi için FFT tabanlı gerçek zamanlı spektrum analizörü tasarımı,IoT
Uzaktan kontrollü akıllı su sayacı ağı tasarımı ve yapımı,IoT
Blok zinciri ile akıllı sözleşme simülasyonu,IoT
Asansör arızalarının sınıflandırılması ve android tabanlı cihazlarla uzaktan verilerinin izlenmesi ve kontrolü,IoT
IoT tabanlı enstrümantasyon sistemi kullanılarak farklı frekansların kurşun asit akülerin desülfasyonu üzerine etkilerinin incelenmesi,IoT
Kablosuz algılayıcı ağlarda dağıtık mimarili veri kayıt sistemi ve uygulaması,IoT
Demir Çelik Endüstrisi'nde IoT uygulamalarındaki sorunlar çözümler ve kazanımlar,IoT
Akıllı kent için IoT tabanlı akıllı sokak aydınlatma sisteminin tasarlanması,IoT
Mineral yağa daldırılmış mukavvalarda kısmi boşalmaların incelenmesi,IoT
Dik kanal modülasyonda kanal kestirimi,IoT
Endüstriyel nesnelerin internetinde hızlı ve güvenli veri iletimi,IoT
WDM hattı üzerinde FBG sensörü tabanlı performans uygulamaları,IoT
Dar bant nesnelerin interneti ve kitlesel makine tipi haberleşme için indeks modülasyonlu OFDM,IoT
Gerçek zamanlı araç takibi ve arıza tespit sistemi,IoT
Nesnelerin interneti için makine öğrenmesi tabanlı çok ölçekli bütünleşik tahminleme-çizelgeleme,IoT
Haberleşme ağlarında bilgi yaşı farkında çizelgeleme,IoT
Hücresel ağ teknolojisinin yazılım tanımlı ağlarla optimizasyonu,IoT
Rısc-V komut kümesi mimarisiyle yaklaşık işlemci tasarımı,IoT
Rezervasyon tabanlı çerçeve-dilimli ALOHA'nın çok-sınıflı IoT ağlar için kullanılması,IoT
Nesnelerin interneti (IoTs) için iç ortam konumlandırma yöntemi geliştirilmesi,IoT
Güneş enerjisi harmanlayan kablosuz algılama düğümleri için uyarlamalı enerji yönetimi,IoT
Omurilik ağlarının bilgi ve iletişim teknolojisine dayalı anlayışı ile omurilik hasarlarına uygulamaları,IoT
Kablosuz algılayıcılar için radio frekans enerji hasat yöntemi,IoT
Androıd app aracılığıyla nesnelerin interneti tabanlı hibrit ev otomasyon sistemi kontrolü,IoT
Nesnelerin interneti için düşük güç kullanan kayıplı ağlarda yönlendirme protokolüne yönelik yük dengeleme iyileştimeleri,IoT
Enerji hasatlayan düğümlerle düzensiz tekrarlı dilimli aloha,IoT
Endüstriyel nesnelerin internetinde düzensiz trafikler için bir çizelgeleme yöntemi,IoT
Enerji harmanlayan kablosuz algılama düğümlerinde yaşam süresi kısıtlamalı enerji yönetimi,IoT
IoT cihazlarında hafif kriptografi için işlemci özelleştirmesi,IoT
ARTTIRILMIŞ GERÇEKLİK VE MAKİNE ÖĞRENMESİ İLE VERİ GÜNCELLEME SİSTEMİ,Yapay Zeka
YAPAY ZEKÂ TEMELLİ ENERJİ ANALİZ PLATFORMU,Yapay Zeka
ARAÇ HASAR TESPİTİNDE VE ONARIMINDA YAPAY ZEKA SİSTEMİ VE YÖNTEMİ,Yapay Zeka
BİR VERİ MODELİ OLUŞTURMA SİSTEMİ VE YÖNTEMİ,Yapay Zeka
Konuşma robotu dijital asistan sistemi ve çalışma yöntemi,Yapay Zeka
Veri Merkezleri İçin Bir Yapay Zeka Kontrolü Sağlayan Bir Sistem,Yapay Zeka
GİYİLEBİLİR SENSÖRLER İLE CORONA VİRÜS KAYNAKLI GRİBAL ENFEKSİYON TEŞHİS VE TAKİP CİHAZI,Yapay Zeka
PORTATİF AKILLI KAMERA SİSTEMİ,Yapay Zeka
BAZ İSTASYONLARININ KONTROLÜNÜ SAĞLAYAN BİR HAVA TAŞITI VE KEŞİF YÖNTEMİ,Yapay Zeka
GEÇİŞ TARTIMLI BİREYSEL HAYVAN KİLOSU TAKİP SİSTEMİ,Yapay Zeka
Deprem Sonrası Afetzede Tespit Sistemi,Yapay Zeka
OLAY YÖNETİMİ PLATFORMU,Yapay Zeka
BİR YAPAY ZEKA GERİ BİLDİRİM TESPİT VE YANIT İYİLEŞTİRME SİSTEMİ VE YÖNTEMİ,Yapay Zeka
BİR SİGORTA TEKLİF SİSTEMİ,Yapay Zeka
YAPAY ZEKAYLA SİMÜLE EDİLEREK BİTKİ FİDESİ YETİŞTİREN MAKİNE,Yapay Zeka
PARMAK İZİNDEN AYAK BOYUNU TAHMİN EDEN ZEKİ SİSTEM,Yapay Zeka
RAYLI SİSTEMLERDE KAZA ÖNLEME SİSTEMİ ve YÖNTEMİ,Yapay Zeka
SÜRÜCÜ HATALARININ TESPİT EDİLMESİNİ SAĞLAYAN BİR SİSTEM,Yapay Zeka
YAPAY ZEKA TABANLI E-POSTA YANIT ÖNERİ SİSTEMİ,Yapay Zeka
Sürücünün Yorgunluğunu Dikkat Dağınıklığını Çalışma Sürelerine Uyumunu Sağlayan Aracın Bakım Muayene ve Sigorta Periyodlarını Takip Edip Önceden Uyaran Raporlayan Büyük Data İşleyen Bir Sistem ve Uygulaması İçin Bir Yöntem,Yapay Zeka
BEBEKLERİN KONFOR VE AĞRI DÜZEYLERİNİN DEĞERLENDİRİLMESİNİ SAĞLAYAN BİR YAPAY ZEKA YÖNTEMİ,Yapay Zeka
EPİLEPTİK/EPİLEPTİK OLMAYAN KRİZ AYRIŞTIRMA VE EPİLEPTİK/ÖNSEL EPİLEPTİK KRİZ TESPİT CİHAZI,Yapay Zeka
YAPAY ZEKAYA SAHİP SÜRÜCÜSÜZ TARIM ARACI,Yapay Zeka
DİJİTAL REKLAMLARIN KULLANICI ÜZERİNDEKİ ETKİSİNİ ANALİZ EDEN BİR REKLAM SİSTEMİ,Yapay Zeka
BİR REKLAM DİNLETME SİSTEMİ,Yapay Zeka
MESAJLAŞMA UYGULAMALARINDA İLETİŞİM SÜREKLİLİĞİ SAĞLAYAN BİR SİSTEM,Yapay Zeka
ÇİFTLİK HAYVANLARI İÇİN BASINCA DUYARLI OTOMATİK TOPALLIK TESPİT SİSTEMİ,Yapay Zeka
Akıllı kodlama ile nesnelerin interneti deney seti,Yapay Zeka
SENSÖRLÜ İŞ KIYAFETİ İLE İŞ AKTİVİTESİ TESPİTİ,Yapay Zeka
Katı atıkların yapay zeka destekli ayrıştırma ve değerlendirme sistemi,Yapay Zeka
Yazılım projeleri için proje gereksinimleri dosyası oluşturma uygulamasını sağlayan bir sistem,Yapay Zeka
KEMİK DÜZELTMEDE KULLANILAN ROBOTİK BİR SİSTEM,Yapay Zeka
Sosyal medya içerik analiz sistemi,Yapay Zeka
Uygulama kullanımına göre test senaryosu oluşturma sistemi,Yapay Zeka
Bir enerji aktarım karar verme sistemi,Yapay Zeka
BİR DOLANDIRICILIK TESPİT SİSTEMİ,Yapay Zeka
PON erişim sistemli ağlarda şartlı durum lokalizasyonu sistemi ve yöntemi,Yapay Zeka
SESLİ KOMUTLARLA BİLET ALMA SİSTEMİ,Yapay Zeka
BİLGİ TEKNOLOJİLERİ ALANINDA ANOMALİ TESPİT SİSTEMİ,Yapay Zeka
KAYIT İŞLEMİ İÇİN İÇERİK ANALİZİNDE KULLANILAN BİR SİSTEM,Yapay Zeka
BİR RAPORLAMA SİSTEMİ,Yapay Zeka
YAPAY ZEKA DESTEKLİ İNSANSIZ HAVA ARACI SİSTEMİ,Yapay Zeka
ECZANE ÜRÜNLERİ İÇİN TAKAS VE HEDİYELİ ÜRÜN PAZARLAMA SİSTEMİ,Yapay Zeka
BİR DOLAŞIM ANLAŞMASI ÖNEREN SİSTEM,Yapay Zeka
LOJİSTİK İÇİN YAPAY ZEKÂ TABANLI BİR SİSTEM,Yapay Zeka
SADECE MONOKÜLER KAMERA KULLANAN YAPAY ZEKA TABANLI GÖRSEL BİR DERİNLİK ALGILAMA EŞZAMANLI KONUMLANDIRMA VE HARİTALANDIRMA YÖNTEMİ VE SİSTEMİ,Yapay Zeka
YENİ BİR REKLAM VE DİJİTAL MAĞAZACILIK YÖNTEMİ,Yapay Zeka
BİR VARDİYA DEĞİŞİKLİK SİSTEMİ,Yapay Zeka
Kameralı doğaltaş seleksiyon makinası,Yapay Zeka
BENZİN İSTASYONLARINDAKİ NOZULLARINDA YAPAY ZEKA İLE MİKTAR ÖLÇÜM SİSTEMİ,Yapay Zeka
SANAL ASİSTAN,Yapay Zeka
İNSAN KAYNAKLARI İŞE ALIM VE İŞ BAŞVURU KABİNİ,Yapay Zeka
BİR ENTEGRATÖR SİSTEMİ,Yapay Zeka
ÖNGÖRÜ İMKANI SUNAN GİYİM ALIŞVERİŞ SİSTEMİ,Yapay Zeka
BEYİN CERRAHİSİ AMELİYATLARINDA KAFATASINA UYGUN DELİK NOKTALARININ BELİRLENMESİNİ SAĞLAYAN BİR YAPAY ZEKA TEMELLİ SİSTEM,Yapay Zeka
BİR FUTBOL SİMÜLASYON UYGULAMASI,Yapay Zeka
BİR ANOMALİ DERECELENDİRME SİSTEMİ,Yapay Zeka
OTOMAT ÖDEME VE UZAKTAN YÖNETİM SİSTEMİ,Yapay Zeka
ACİL DURUM SİNYALİZASYONU (ADUS),Yapay Zeka
BİR REKLAM SKORLAMA SİSTEMİ,Yapay Zeka
Hastalara Sepsis Tanısının Konulmasını Sağlayan Bir Sistem ve Yöntem,Yapay Zeka
Afiş ve ilanlar için optik karakter tanıma sistemi ve yöntemi,Yapay Zeka
ÜRÜN ETÜD VE İZLEME SİSTEMİ,Yapay Zeka
VARLIK ALACAK YÖNETİMİ TAHSİLAT YÖNETİMİ İŞ YÖNETİMİ KARAR DESTEK VE SKORLAMA SİSTEMİ,Yapay Zeka
Kanun Karar Destek Sistemi Simülatörü,Yapay Zeka
SPOR MÜSABAKALARINDA KULLANILAN YAPAY ZEKA ÖZELLİĞİNE SAHİP BİR DESTEK ELEMANI,Yapay Zeka
GÜNEŞ ENERJİLİ YENİ NESİL AKILLI PİRAMİT SERA (GEYAPS),Yapay Zeka
SÜREKLİ DENETİM İZLEME VE RAPORLAMA SİSTEMİ,Yapay Zeka
Otonom ve yarı otonom araçlar için bir kablosuz şarj sistemi ve yöntemi,Yapay Zeka
YAPAY ZEKA YAZILIMI YÜKLÜ DRONE İLE SENSÖR VE KAMERA DESTEKLİ GÜVENLİK SİSTEMİ,Yapay Zeka
BİR AÇIK ARTIRMA SİSTEMİ,Yapay Zeka
Bilgisayar Oyunlarında Oyun Kullanıcılarını Aynı Ortamda Buluşturan Sistem Ve Yöntem,Yapay Zeka
BÜYÜKBAŞ HAYVANLAR İÇİN ELEKTRONİK TOPALLIK SKORLAMA SİSTEMİ,Yapay Zeka
İNTERAKTİF YAPAY ZEKA KONTROLLÜ EĞİTİM SİSTEMİ,Yapay Zeka
YAPAY ZEKA TABANLI ATM SAHTECİLİK ÖNLEME SİSTEMİ,Yapay Zeka
